,word,clusters,source
2889,af-vectorpolytope f-vector,"af-vectorpolytope f-vector, f-vectorpolytope f-vectorAll, p-vectorpolytope p-vector",6
2890,algorithm,"Algorithms, algorithm, effective algorithm",6
2891,american,"American, Cambridge, Materials"", abelian, american, determinant, famous american, hyperplane, vertical",6
2892,annihilatorannihilator,annihilatorannihilator,6
2893,apply,"Appel, Appl, Applying, Stably, apply, empty, imply, mainly, mapped, tuple",6
2894,appropriate reference,"appropriate boundary, appropriate choice, appropriate reference",6
2895,approximation compatible,approximation compatible,6
2896,arbitrary complex,"arbitrary cellular, arbitrary complex, arbitrary compositions, arbitrary except, arbitrary fullerene, n-equivariant complex",6
2897,architectural construction,"architectural construction, graph-truncationgraph-truncation",6
2898,barycentric embedding,"Barycentric embedding, barycentric coordinates, barycentric embedding, barycentric embeddingLet, barycentric embeddingpolytope",6
2899,cellular cohomology,"cellular cohomology, cellular subcomplexes, consider cohomology, manifold cohomology, reduced cohomology",6
2900,cellular mapping,"cellular diagonal, cellular mapping, cellular mappings, cellular pairs, constant mapping, continuous mapping, linear mapping, product mapping, vertical mappings",6
2901,cellular subcomplexmoment-angle,"cellular mappingmoment-angle, cellular subcomplexmoment-angle, multigraded subcomplexmoment-angle",6
2902,change,"Arrange, Chaubey, Schlegel, Stanley, Thanks, chains, change, changed, changes, choice, choose, image, thank",6
2903,characteristic mappingcharacteristic,characteristic mappingcharacteristic,6
2904,chiralpolytope geometrically,chiralpolytope geometrically,6
2905,chordless,"Chern class, chordless, chordless cycle, chordless simple, exactly chordless, remarkable class, shortest",6
2906,cohomology group,"cohomological groups, cohomology class, cohomology group, cohomology groups, cohomology product, homology group, homology groups",6
2907,column,"Volume, column, columns",6
2908,combinatorial fullerenecombinatorial,"combinatorial fullerenecombinatorial, combinatorial polytopecombinatorial",6
2909,combinatorial fullerenes,"Combinatorial fullerenesFullerenes, Icosahedral fullerenes, combinatorial fullerene, combinatorial fullerenes, combinatorial isomersfullerene, fullerenecombinatorial fullerene",6
2910,combinatorial invariant,"combinatorial invariant, combinatorial invariants, combinatorially inverse",6
2911,combinatorial polytope,"combinatorial polytope, combinatorial polytopes",6
2912,combinatorial quasitoric,"combinatorial dataquasitoric, combinatorial quasitoric, datacombinatorial quasitoric",6
2913,complete intersection,"complete intersection, complete intersections, complex description, component intersecting, nonempty intersection",6
2914,complex geometric,"complex geometric, explicit geometric, remarkable geometrical, symplectic geometry",6
2915,complex minimal,"complex canonical, complex cellular, complex minimal, complex nonface, complex simplex, complexcubical, nonface minimal",6
2916,complex product,"complex analogue, complex product, complex projective, complex respects, scalar product, tensor product",6
2917,complexabstract,"complementary subspace, complexabstract, joinjoinabstract, simplicesabstract",6
2918,complexabstract simplicial,"abstract simplicial, complexabstract simplicial, joinjoinabstract simplicial, realizationabstract simplicial, simplicesabstract simplicial",6
2919,complexmoment-angle,"P&&moment-angle, Pmoment-angle, complexesmoment-angle, complexmoment-angle, define moment-angle, facetsmoment-angle, havemoment-angle, manifoldmoment-angle, mappingmoment-angle, subcomplexmoment-angle",6
2920,complexmoment-angle complex,"complexesmoment-angle complex, complexmoment-angle complex, facetsmoment-angle complex, mappingmoment-angle complex, subcomplexmoment-angle complex",6
2921,complexpolytope cubical,"complexpolytope cubical, minimalpolytope minimal, subdivisionpolytope cubical, vertexpolytope initial",6
2922,composition,"Lomonosov Moscow, Proposition, Propositions, composition, compositions, decomposition, prove Proposition",6
2923,conditionsDavis--Januszkiewicz,"conditionsDavis--Januszkiewicz, conditionsDavis--Januszkiewicz conditions, construction Davis-Januszkiewicz'",6
2924,cones,"Congress, Sciences, closed, closures, cone, cones, conv, convex, corners, counties, cubes, curves, holes, models, moves, notes, points",6
2925,connected sum,"Connected sum, connected graph, connected space, connected sum, connected sumconnected, connected sums, sumconnected sum",6
2926,constructionmoment-angle,"canonical sectionmoment-angle, constructionmoment-angle, constructionmoment-angle manifold, sectionmoment-angle",6
2927,convex polytope,"convex n-polytope, convex polytope, convex polytopes, notionsConvex polytopes, vertexpolytope",6
2928,corresponding facet,"correspondent facet, corresponding edge, corresponding edges, corresponding facet, corresponding facets, corresponding fragment",6
2929,corresponding hyperplane,"corresponding cohomology, corresponding hyperplane, corresponding moment-angle, corresponding operation, supporting hyperplane",6
2930,counterclockwise orientation,counterclockwise orientation,6
2931,cubical complex,"cell complex, complexcubical complex, cubical chain, cubical complex, cubical complexcubical, cubical complexpolytope, cubical subcomplex, trivial complex",6
2932,cuboctahedron&&icosidodecahedron,"Cuboctahedron&&Icosidodecahedron, Rhombicuboctahedron&&Rhombicosidodecahedron, cuboctahedron&&icosidodecahedron",6
2933,cycle dual,"Gale dual, Gale dualGale, convex hull, cycle Poincare, cycle dual, cyclic built, dualcycle dual, self-dual",6
2934,deal,"Central, Details, Dual, deal, details, dual, equal, goal, ideal, real, total, vital",6
2935,defines uniquely,"defines uniquely, written uniquely",6
2936,degenerated,"degenerated, degenerated cyclic, generated, non-degenerate, non-degenerated, non-degenerated cyclic",6
2937,der,"AAr, Amer, Isr, Lee, Ser, Serre, der, des, differ, key, mdeg, zero",6
2938,diagramSchlegel,"Victor Schlegel, diagram depends, diagramSchlegel, diagrampolytope Schlegel, diagrams Schlegel",6
2939,diagramSchlegel diagrampolytope,diagramSchlegel diagrampolytope,6
2940,differential,"Differential, difference, differential, differential algebra",6
2941,discs,"Discr, direct, disc, discs, discuss, disk, disks, physics",6
2942,distinguishing,"distinguishing, distinguishing isomers, invariants distinguishing",6
2943,duality theorem,"Realization theorems, duality Define, duality theorem, dualityPoincare, using Theorem",6
2944,edge truncation,"Edge truncation, Graph-truncation, Vertex truncation, edge transforms, edge truncation, edge truncations, edge-truncation, hyperplane truncation, two-edges truncations, vertex truncation",6
2945,edgepolytope straightening,"edgepolytope straightening, polytope straightening",6
2946,embeddingpolytope barycentric,embeddingpolytope barycentric,6
2947,erochovetsn,"Erokhovets, erochovetsn, erochovetsn hotmail",6
2948,expressed,"Cayley suggested, addressed, expressed, expression, represented",6
2949,f-vector three-dimensional,f-vector three-dimensional,6
2950,f-vectorpolytope,"af-vectorpolytope, f-vectorAll Platonic, f-vectorpolytope, facefacepolytope, org f-vectorpolytope, p-vector obtains, p-vectorpolytope",6
2951,facet containing,"edge containing, facet containing, facet-transitive, facets containing, flagness condition, k-belt containing",6
2952,facet-vertex,"facet bounded, facet except, facet-vertex, facet-vertex types, hanging vertex",6
2953,facets intersecting,"edge intersecting, facet intersecting, facets intersect, facets intersecting, hexagons intersecting, pairwise intersecting",6
2954,formulas,"Corollaries, formula, formulas, formulas imply, formulate, formulated",6
2955,four-dimensional polytopes,"four-dimensional polytopes, three-dimensional polytope",6
2956,free action,"Freely acting, free abelian, free action, freely acting, retraction, torus actions""",6
2957,fullerene graphs,"Fuller's Biosphere, fullerene flagness, fullerene graphs, fullerene graphs"", fullerenes Operations, fullerenes grows, fullerenesFullerenes, vertex-edge graph",6
2958,fullerenefullerene singular,"fullerenefullerene icosahedral, fullerenefullerene singular, fullerenefullerenepolytope, singular fullerenessingular",6
2959,fullerenefullerenepolytope fullerene,fullerenefullerenepolytope fullerene,6
2960,fullerenessingular fullerenefullerene,"fullerenessingular fullerenefullerene, icosahedral fullerenefullerene",6
2961,fundamental relationEuler's,fundamental relationEuler's,6
2962,generators,"Jelena Grbic, central topics, generality assume, generator, generators",6
2963,geometrical interpretation,"Geometrical interpretation, geometric interpretation, geometrical interpretation",6
2964,ideal generated,"group generated, ideal generated, real quadratic",6
2965,important role,"important, important object, important problem, important role, important tool",6
2966,inclusion-exclusion,"inclusion relation, inclusion-exclusion, inclusion-exclusion formula",6
2967,inclusion-preserving,"inclusion reversing, inclusion-preserving, inclusion-preserving bijection",6
2968,induced orientation,"fixed orientation, induced orientation, induced orientations, natural orientation, opposite orientation",6
2969,integer points,"independent points, integer coefficients, integer elementary, integer greater, integer points, integer sequence, interior points",6
2970,intersection indexintersection,intersection indexintersection,6
2971,isomersfullerene,"Barrel fullerene, Buckminsterfullerene, ErokhovetsFullerenes, fullerenefullerene, icosahedral fullerene, isomersfullerene, isomersfullerene isomers, singular fullerene",6
2972,iterative procedures,"iterative procedure, iterative procedureThe, iterative procedures, iterative proceduresiterative",6
2973,k-edge cuts,"edge-cuts, k-edge cut, k-edge cutcyclic, k-edge cuts",6
2974,k-gon,"i-gons, j-gon, k-gon, k-gonal, k-gons, s-gon, t-gon, union",6
2975,lexicographically,"lexicographic, lexicographic ordering, lexicographically, mapped isomorphically, ordered lexicographically",6
2976,linearly independent,"affinely independent, linearly independent",6
2977,main notions,"Basic notionsConvex, Main notions, carbon nanofibers"", main notions, main objects, matrix consists, original notions",6
2978,manifold characteristic,"conditions characterizing, manifold characteristic, mappingpolytope characteristic",6
2979,manifold corresponding,"Canonical correspondence, manifold corresponding, manifolds corresponding, monomials correspond",6
2980,manifold partition,"authors participation, manifold Construction, manifold canonical, manifold mappings, manifold partition, manifold projectiveLet",6
2981,manifoldquasitoric,"embedded quasitoric, manifold geometric, manifoldquasitoric, manifoldsquasitoric",6
2982,manifoldquasitoric manifold,"manifoldquasitoric manifold, manifoldsquasitoric manifold",6
2983,manifolds defined,"factors defined, manifold associated, manifold existence, manifolds connected, manifolds defined, uniquely defined",6
2984,mappingcharacteristic mappingpolytope,mappingcharacteristic mappingpolytope,6
2985,mathematical fullerenes,"mathematical fullerene, mathematical fullerenes, nonequivalent fullerenes",6
2986,maximal simplex,"maximal dimension, maximal simplex, maximal simplices, minimal simplex, n-simplexsimplex",6
2987,minimalnonface minimalpolytope,minimalnonface minimalpolytope,6
2988,missing edges,"disjoint edge-segments, edgesmissing edge, missing edges, missing edgesmissing, pass edges",6
2989,moment-angle complexmoment-angle,"moment-angle complexmoment-angle, moment-angle manifoldmoment-angle, simplicial complexesmoment-angle",6
2990,multigraded Betti,"Bigraded Betti, Multigraded Betti, bigraded Betti, multigraded Betti, multigraded cell, multigraded cellular, multigraded complex, multigraded differential, multigraded operator, multigraded polydisk, numbersbigraded Betti",6
2991,multigraded Poincare,"multigraded Poincare, multigraded structure",6
2992,multigraded polydiskmultigraded,multigraded polydiskmultigraded,6
2993,n-bundle,"bundle, m-bundle, n-bundle, n-bundles",6
2994,nonfacenonfacepolytope,"nonface nonfacesimplicial, nonfacenonfacepolytope, nonfacenonfacepolytope nonface",6
2995,nonzero element,"homogeneous element, independent elements, latter element, nonzero Betti, nonzero coordinate, nonzero element, nonzero monomials",6
2996,numbersmultigraded,"Betti numbersmultigraded, complex multigraded, manifold multigraded, natural multigraded, numbersbigraded, numbersmultigraded, numbersmultigraded Betti, polydiskmultigraded",6
